timeSec,positionX,positionY,positionZ,positionErrorM,speedMps,insideBox,currentX,currentY,currentZ,forceX,forceY,forceZ
1.145000000000000107e+01,-1.529993050313624425e-01,1.125906982407578194e-01,2.051136346096562313e-01,2.795658344168772680e-01,2.707036336798083337e-02,1.000000000000000000e+00,4.579469419353467130e-02,-4.688182333994874579e-02,-7.729555056938141634e-03,2.460572004318237749e+00,-5.254846811294555664e-01,3.291426181793213335e+00
1.150000000000000000e+01,-1.537287094988044334e-01,1.120254688651256131e-01,2.059509346678363162e-01,2.803533650398625232e-01,2.492056589750927739e-02,1.000000000000000000e+00,4.603323076645195189e-02,-4.682162062609053488e-02,-7.675347358101760817e-03,-3.039427995681762695e+00,4.772615432739257812e-01,-2.208573818206787109e+00
1.155000000000000071e+01,-1.540876934213009086e-01,1.108705570283002317e-01,2.068646938093353926e-01,2.807637783341940807e-01,3.031597978705924748e-02,1.000000000000000000e+00,4.627108993775436163e-02,-4.676087477533118902e-02,-7.620585118757561109e-03,2.460572004318237749e+00,-5.022738456726074219e+00,1.172605752944946289e+00
1.160000000000000142e+01,-1.546626195389786684e-01,1.097211074037885148e-01,2.072792318634060493e-01,2.809340265159352423e-01,2.700826746276646650e-02,1.000000000000000000e+00,4.650826165792731892e-02,-4.669958701777210397e-02,-7.565272295453522380e-03,-3.039427995681762695e+00,4.772615432739257812e-01,-4.327394247055053711e+00
1.165000000000000036e+01,-1.548720299636356657e-01,1.080041144202556896e-01,2.077862910238890137e-01,2.807585744625179514e-01,3.605011302997906258e-02,1.000000000000000000e+00,4.674473590650091159e-02,-4.663775859448829331e-02,-7.509412884517062924e-03,2.460572004318237749e+00,-5.022738456726074219e+00,1.172605752944946289e+00
1.170000000000000107e+01,-1.553021061377031498e-01,1.063138945600260593e-01,2.078095908363073174e-01,2.803679981575647462e-01,3.488467613536876816e-02,1.000000000000000000e+00,4.698050269247330823e-02,-4.657539075750319335e-02,-7.453010921766322489e-03,-3.039427995681762695e+00,4.772615432739257812e-01,-4.327394247055053711e+00
1.175000000000000000e+01,-1.553712157113573411e-01,1.052224784463694357e-01,2.079402957062042034e-01,2.800913265711836853e-01,2.202770100881843232e-02,1.000000000000000000e+00,4.721555205473289274e-02,-4.651248476976340557e-02,-7.396070482218575215e-03,2.460572004318237749e+00,5.977261543273925781e+00,1.172605752944946289e+00
1.180000000000000071e+01,-1.556653722450158650e-01,1.041346132274938857e-01,2.083647440457426780e-01,2.801635100248905941e-01,2.408431185373687347e-02,1.000000000000000000e+00,4.744987406247906658e-02,-4.644904190511299491e-02,-7.338595679795802823e-03,-3.039427995681762695e+00,4.772615432739257812e-01,2.999085783958435059e+00
1.185000000000000142e+01,-1.556027818395997186e-01,1.032696590473432402e-01,2.084991125675434709e-01,2.799084281286109421e-01,1.755127564892275741e-02,1.000000000000000000e+00,4.768345881564187844e-02,-4.638506344826781591e-02,-7.280590667027485308e-03,2.460572004318237749e+00,2.583245635032653809e+00,-2.500914216041565385e+00
1.190000000000000036e+01,-1.557693026014352611e-01,1.020464610367114028e-01,2.089273056771239201e-01,2.798717115046766568e-01,2.613267591677606930e-02,1.000000000000000000e+00,4.791629644530017579e-02,-4.632055069478944326e-02,-7.222059634750568370e-03,-3.039427995681762695e+00,-2.916754364967346635e+00,2.999085783958435059e+00
1.195000000000000107e+01,-1.555829910438298880e-01,1.010514919666775924e-01,2.090654990098186339e-01,2.795100248775711504e-01,2.043304034178513445e-02,1.000000000000000000e+00,4.814837711409886145e-02,-4.625550495105892196e-02,-7.163006811806665701e-03,2.460572004318237749e+00,2.583245635032653809e+00,-2.500914216041565385e+00
1.200000000000000000e+01,-1.556295613318619819e-01,9.970339954295923124e-02,2.094975959183282277e-01,2.793753227046545939e-01,2.832828772063557959e-02,1.000000000000000000e+00,4.837969101666406840e-02,-4.618992753425034403e-02,-7.103436464736549022e-03,-3.039427995681762695e+00,-2.916754364967346635e+00,2.999085783958435059e+00
1.205000000000000071e+01,-1.553269314720971961e-01,9.858846651003981554e-02,2.096397710085816379e-01,2.789175056497339433e-01,2.327981319688557024e-02,1.000000000000000000e+00,4.861022838001795993e-02,-4.612381977230415459e-02,-7.043352897471878184e-03,2.460572004318237749e+00,2.583245635032653809e+00,-2.500914216041565385e+00
1.210000000000000142e+01,-1.552606823534621039e-01,9.712515766803846151e-02,2.100759266262672009e-01,2.786953007942343796e-01,3.056725984211176861e-02,1.000000000000000000e+00,4.883997946399112888e-02,-4.605718300390027053e-02,-6.982760451024248513e-03,-3.039427995681762695e+00,-2.916754364967346635e+00,2.999085783958435059e+00
1.215000000000000036e+01,-1.548486037406896221e-01,9.589957970976016599e-02,2.102222363917167769e-01,2.781514122604532568e-01,2.602503919219328887e-02,1.000000000000000000e+00,4.906893456163448353e-02,-4.599001857843097729e-02,-6.921663503171566686e-03,2.460572004318237749e+00,2.583245635032653809e+00,-2.500914216041565385e+00
