timeSec,positionX,positionY,positionZ,positionErrorM,speedMps,insideBox,currentX,currentY,currentZ,forceX,forceY,forceZ
0.000000000000000000e+00,4.600657666049929456e-02,1.573637930597743040e+00,-1.245771263904203119e+00,2.007585361493115172e+00,1.103888540801563622e-01,0.000000000000000000e+00,1.168307297721991878e-02,-1.273296784452634389e-01,-9.197640117841686044e-03,-5.500000000000000000e+00,-5.500000000000000000e+00,5.500000000000000000e+00
5.000000000000000278e-02,4.934045606994248712e-02,1.569379922052772880e+00,-1.244960667474287019e+00,2.003825063199275558e+00,1.093662749808016754e-01,0.000000000000000000e+00,1.198982188574312935e-02,-1.275234207840239831e-01,-9.440024723109388324e-03,-1.100000000000000000e+01,-1.100000000000000000e+01,1.100000000000000000e+01
1.000000000000000056e-01,5.085362804380255675e-02,1.563323371711159426e+00,-1.242479871649162959e+00,1.997579106688114781e+00,1.343515379724798398e-01,0.000000000000000000e+00,1.230028921119970253e-02,-1.277157957758210394e-01,-9.681727290697285035e-03,-1.650000000000000355e+01,-1.650000000000000355e+01,1.650000000000000355e+01
1.500000000000000222e-01,5.004204151791944583e-02,1.554962450091580406e+00,-1.237819044120235024e+00,1.988116800668618733e+00,1.921322422417984510e-01,0.000000000000000000e+00,1.261446183639132468e-02,-1.279067995250676160e-01,-9.922730357700028717e-03,-2.200000000000000000e+01,-2.200000000000000000e+01,2.200000000000000000e+01
2.000000000000000111e-01,4.642055426558781145e-02,1.543810298896594713e+00,-1.230487469946268009e+00,1.974741633868158708e+00,2.765773859613245289e-01,0.000000000000000000e+00,1.293232648757133840e-02,-1.280964281639443425e-01,-1.016301651175084697e-02,-2.750000000000000000e+01,-2.750000000000000000e+01,2.750000000000000000e+01
2.500000000000000000e-01,3.952222379097174859e-02,1.529398319600447698e+00,-1.220012834619560449e+00,1.956796500100741687e+00,3.821047478360350969e-01,0.000000000000000000e+00,1.325386973500548848e-02,-1.282846778524776854e-01,-1.040256839227965933e-02,-3.300000000000000000e+01,-3.300000000000000000e+01,3.300000000000000000e+01
3.000000000000000444e-01,3.004345814705833978e-02,1.511275488714779680e+00,-1.205940534017234667e+00,1.933687871336349673e+00,4.965132995942711513e-01,0.000000000000000000e+00,1.357907799353942624e-02,-1.284715447786179410e-01,-1.064136869176728929e-02,-2.750000000000000000e+01,-3.850000000000000000e+01,3.850000000000000000e+01
3.500000000000000333e-01,1.865455693098096862e-02,1.489007698731819040e+00,-1.187833010229457198e+00,1.904846235150672973e+00,6.175577574153666705e-01,0.000000000000000000e+00,1.390793752317258380e-02,-1.286570251583162294e-01,-1.087940015699596571e-02,-2.200000000000000000e+01,-4.399999999999999289e+01,4.399999999999999289e+01
4.000000000000000222e-01,6.000690325062070507e-03,1.462366967692588338e+00,-1.165269112294203158e+00,1.869867712045350405e+00,7.426919631765449559e-01,0.000000000000000000e+00,1.424043442963876527e-02,-1.288411152356012113e-01,-1.111664559029589688e-02,-1.650000000000000355e+01,-4.767749845981597900e+01,4.949999999999999289e+01
4.500000000000000111e-01,-7.297158576471340918e-03,1.431484387303775252e+00,-1.137987672239219705e+00,1.828719973584308267e+00,8.659892674515474731e-01,0.000000000000000000e+00,1.457655466499317709e-02,-1.290238112826551098e-01,-1.135308785078771587e-02,-1.100000000000000178e+01,-4.798998832702636719e+01,5.361576318740844727e+01
5.000000000000000000e-01,-2.064128677831102848e-02,1.396523609487112516e+00,-1.106623378177331363e+00,1.781942635357094407e+00,9.765327818386443370e-01,0.000000000000000000e+00,1.491628402820578680e-02,-1.292051095998891785e-01,-1.158870985562094301e-02,-5.500000000000001776e+00,-4.794273227453231812e+01,4.922531366348266602e+01
5.500000000000000444e-01,-3.345639840727092362e-02,1.357845525593703861e+00,-1.071867917331718489e+00,1.730249876224316807e+00,1.071104722857516567e+00,0.000000000000000000e+00,1.525960816576157897e-02,-1.293850065160187524e-01,-1.182349458120825030e-02,-1.526556658859590243e-15,-4.594308823347091675e+01,4.405916988849639893e+01
