timeSec,positionX,positionY,yawRad,surgeVelocity,swayVelocity,yawRate,currentX,currentY,forceXBody,forceYBody,momentYaw,positionErrorNorm,yawError,forceNorm,requestedForceXBody,requestedForceYBody
2.050000000000000266e+00,1.683317895121626773e+00,-8.064358157069498878e-01,2.516593931045951749e-02,-1.166597422751157520e+00,8.237986594654846950e-01,-1.202811434778159327e-01,1.249024387327064001e-01,-3.050244393750497704e-02,-1.638514304463828708e+01,-3.720966798660705788e+00,6.699267188261197603e-01,1.866520254615962493e+00,-2.516593931045951749e-02,1.680233634081861283e+01,-1.638514304463828708e+01,-3.720966798660705788e+00
2.100000000000000089e+00,1.630498150682785585e+00,-7.688402091855975895e-01,1.941913985205667714e-02,-1.160598206334219951e+00,7.933709227954798271e-01,-1.096850459300122427e-01,1.253606102648187337e-01,-3.020535409769947374e-02,-1.479092839589272756e+01,-4.148661256006508147e+00,6.391363908083302903e-01,1.802675646543364651e+00,-1.941913985205667714e-02,1.536173665408684563e+01,-1.479092839589272756e+01,-4.148661256006508147e+00
2.149999999999999911e+00,1.578290716251703474e+00,-7.324116799434182701e-01,1.418322325170429110e-02,-1.152666402021018666e+00,7.633350856967960896e-01,-9.983915895091408088e-02,1.258114202828784223e-01,-2.991241135946643565e-02,-1.328707668032134492e+01,-4.485599010146635202e+00,6.078069288318448393e-01,1.739950704452242647e+00,-1.418322325170429110e-02,1.402380138152875411e+01,-1.328707668032134492e+01,-4.485599010146635202e+00
2.200000000000000178e+00,1.526754644424625385e+00,-6.971608594748370802e-01,9.421573436534824708e-03,-1.142964745485976819e+00,7.337965166384393667e-01,-9.070801962252088291e-02,1.262547966373457342e-01,-2.962396971355387224e-02,-1.187241320796954014e+01,-4.743037917506389256e+00,5.763015370736854770e-01,1.678395962893100446e+00,-9.421573436534824708e-03,1.278478017283335788e+01,-1.187241320796954014e+01,-4.743037917506389256e+00
2.250000000000000000e+00,1.475944291592295121e+00,-6.630919154601071508e-01,5.099360497302196649e-03,-1.131650635937327065e+00,7.048427271311555886e-01,-8.225564890684829156e-02,1.266907059747925945e-01,-2.934035496591012870e-02,-1.054527340644060551e+01,-4.931169362249132604e+00,5.449258584652274529e-01,1.618055141283026854e+00,-5.099360497302196649e-03,1.164127237443433316e+01,-1.054527340644060551e+01,-4.931169362249132604e+00
2.300000000000000266e+00,1.425909424083509736e+00,-6.302032678356649376e-01,1.183556393029583376e-03,-1.118875624013267567e+00,6.765453081483492337e-01,-7.444595213918922538e-02,1.271191494417811818e-01,-2.906186537455053912e-02,-9.303587042904679194e+00,-5.059184402718902795e+00,5.139346537473459264e-01,1.558965632873578588e+00,-1.183556393029583376e-03,1.059018784940182556e+01,-9.303587042904679194e+00,-5.059184402718902795e+00
2.350000000000000089e+00,1.376695324447263502e+00,-5.984882600061269819e-01,-2.357067750733854439e-03,-1.104785021180797244e+00,6.489617206774028757e-01,-6.724305536085931068e-02,1.275401586578918389e-01,-2.878877228725570947e-02,-8.144953763474877206e+00,-5.135341336317837069e+00,4.835378411503202800e-01,1.501158956846381898e+00,2.357067750733854439e-03,9.628707205520283807e+00,-8.144953763474877206e+00,-5.135341336317837069e+00
2.400000000000000355e+00,1.328342901451396774e+00,-5.679357849202607555e-01,-5.551959730756728106e-03,-1.089517616503059783e+00,6.221369430986311011e-01,-6.061158497449963684e-02,1.279537919595667983e-01,-2.852132080156898064e-02,-7.066710338747945741e+00,-5.167033397631708880e+00,4.539059476230244972e-01,1.444661178141541713e+00,5.551959730756728106e-03,8.754234926251898585e+00,-7.066710338747945741e+00,-5.167033397631708880e+00
2.450000000000000178e+00,1.280888806174697914e+00,-5.385308662621201004e-01,-8.428817078800499019e-03,-1.073205487477410625e+00,5.961049796698723036e-01,-5.451689748576619282e-02,1.283601309132622881e-01,-2.825973046135473246e-02,-6.065990100543426244e+00,-5.160855549002919318e+00,4.251750194249881432e-01,1.389493298904558305e+00,8.428817078800499019e-03,7.964337128572915425e+00,-6.065990100543426244e+00,-5.160855549002919318e+00
2.500000000000000000e+00,1.234365555594359787e+00,-5.102551954512498655e-01,-1.101362825635421316e-02,-1.055973892588374152e+00,5.708902356098156661e-01,-4.892526543354232260e-02,1.287592770937460718e-01,-2.800419599832891515e-02,-5.139775113565689502e+00,-5.122669539455650067e+00,3.974510368692800721e-01,1.335671624810067515e+00,1.101362825635421316e-02,7.256654286135998611e+00,-5.139775113565689502e+00,-5.122669539455650067e+00
