timeSec,positionX,positionY,yawRad,surgeVelocity,swayVelocity,yawRate,currentX,currentY,forceXBody,forceYBody,momentYaw,positionErrorNorm,yawError,forceNorm,requestedForceXBody,requestedForceYBody
1.450000000000000178e+00,2.147475362704067692e+00,-1.032732359437316338e+00,1.493164622647311646e-01,-1.015425284586015664e+00,8.843907689529345584e-01,-3.153078683298462526e-01,2.008427826528414589e-02,2.579293990727304919e-01,-3.345260515080854447e+01,-1.645307546162042778e+00,7.476307663878047904e-01,2.382894575857256392e+00,-1.493164622647311646e-01,3.349304149069415359e+01,-3.345260515080854447e+01,-1.645307546162042778e+00
1.500000000000000000e+00,2.091588683847754204e+00,-9.840311586823129453e-01,1.340865244894069441e-01,-1.035157727984836518e+00,8.547679516915114295e-01,-2.940783962602483426e-01,2.161718063248073418e-02,2.584464803179064019e-01,-3.110731519238377984e+01,-3.739293430417358621e+00,7.852342006196506574e-01,2.311506120186065161e+00,-1.340865244894069441e-01,3.133125235028234812e+01,-3.110731519238377984e+01,-3.739293430417358621e+00
1.550000000000000044e+00,2.035613234850144782e+00,-9.360991759998923412e-01,1.198964081693807415e-01,-1.051378663993914220e+00,8.233537806449260366e-01,-2.737073775147561561e-01,2.314210770173386750e-02,2.589630349931082431e-01,-2.881369391566046900e+01,-5.563204277427650446e+00,8.098842997530564247e-01,2.240536299461525882e+00,-1.198964081693807415e-01,2.934583784623908898e+01,-2.881369391566046900e+01,-5.563204277427650446e+00
1.600000000000000089e+00,1.979657989964239695e+00,-8.890412044996897079e-01,1.067021941450025935e-01,-1.064237469086158017e+00,7.905537505226351014e-01,-2.542343205570655185e-01,2.465800213148906794e-02,2.594779735745049720e-01,-2.658264559951797068e+01,-7.140530161111014351e+00,8.234721574899626084e-01,2.170124425125783407e+00,-1.067021941450025935e-01,2.752497444233705792e+01,-2.658264559951797068e+01,-7.140530161111014351e+00
1.650000000000000133e+00,1.923824296194530437e+00,-8.429479892877806968e-01,9.445834924113105657e-02,-1.073894202599010139e+00,7.567303259446882535e-01,-2.356844049430028010e-01,2.616394706286018570e-02,2.599902828179091463e-01,-2.442322022723941188e+01,-8.493784450953759446e+00,8.276784162831796188e-01,2.100395494965815679e+00,-9.445834924113105657e-02,2.585803667271551021e+01,-2.442322022723941188e+01,-8.493784450953759446e+00
1.700000000000000178e+00,1.868206635819260164e+00,-7.978970149811639434e-01,8.311838948247451953e-02,-1.080516945495682224e+00,7.222055441129515696e-01,-2.180705917585477605e-01,2.765915824456929156e-02,2.604990181335535837e-01,-2.234273435001344055e+01,-9.644376009506144598e+00,8.239927327312481786e-01,2.031461464225932545e+00,-8.311838948247451953e-02,2.433540151400852025e+01,-2.234273435001344055e+01,-9.644376009506144598e+00
1.750000000000000000e+00,1.812893222258390447e+00,-7.539533331015868534e-01,7.263544373891317463e-02,-1.084279358577630914e+00,6.872637021106325905e-01,-2.013954980805407746e-01,2.914297575909299831e-02,2.610032976274100358e-01,-2.034690825720036500e+01,-1.061251771052451254e+01,8.137317551598948207e-01,1.963422385480363852e+00,-7.263544373891317463e-02,2.294825064755753630e+01,-2.034690825720036500e+01,-1.061251771052451254e+01
1.800000000000000044e+00,1.757966460538415987e+00,-7.111704115949906146e-01,6.296272904693767103e-02,-1.085358476215984913e+00,6.521540791557718375e-01,-1.856530573747008916e-01,3.061485552755270623e-02,2.615022974965399705e-01,-1.844001196996839909e+01,-1.141716730290558957e+01,7.980556973777437335e-01,1.896367430300930579e+00,-6.296272904693767103e-02,2.168837823985726843e+01,-1.844001196996839909e+01,-1.141716730290558957e+01
1.850000000000000089e+00,1.703503300031744105e+00,-6.695909918767800617e-01,5.405394780005501332e-02,-1.083932741562674718e+00,6.170936508268697329e-01,-1.708299860621743660e-01,3.207436073934641363e-02,2.619952485016999177e-01,-1.662501417399356995e+01,-1.207599644539913619e+01,7.779835912749781812e-01,1.830375805571515135e+00,-5.405394780005501332e-02,2.054801173921164548e+01,-1.662501417399356995e+01,-1.207599644539913619e+01
1.900000000000000133e+00,1.649575503551468980e+00,-6.292479414938978444e-01,4.586361602950095318e-02,-1.080180281410958454e+00,5.822697590225403008e-01,-1.569070748984167096e-01,3.352115332561261124e-02,2.624814332763916735e-01,-1.490372958685514071e+01,-1.260538374836685982e+01,7.544072991013788254e-01,1.765517576743825590e+00,-4.586361602950095318e-02,1.951965304614025598e+01,-1.490372958685514071e+01,-1.260538374836685982e+01
